economic_event_id,event_family,event_timestamp_utc,reference_period,oanda_period,period_status,period_detail,oanda_report_id,oanda_event_id,oanda_event,report_status,event_name_status,forecast_unit_status,forecast_unit_detail,actual_unit_status,actual_unit_detail,previous_unit_status,previous_unit_detail,forecast_raw,actual_raw,previous_raw
412,PPI,2018-05-09T07:30:00-05:00,April 2018,April,compatible_month,month=4,703,75520,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,1% m/m","0,3% m/m"
413,CPI,2018-05-10T07:30:00-05:00,April 2018,April,compatible_month,month=4,699,75460,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,2% m/m","-0,1% m/m"
2465,RETAIL_SALES,2018-05-15T07:30:00-05:00,April 2018,April,compatible_month,month=4,696,76681,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,3% m/m","0,6% m/m"
2466,DURABLE_GOODS,2018-05-25T07:30:00-05:00,April 2018,April,compatible_month,month=4,59,76714,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-1,4% m/m","-1,7% m/m","2,6% m/m"
1800,GDP,2018-05-30T07:30:00-05:00,Q1 2018 Second,1Q,compatible_quarter,quarter=1,690,73810,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,3%","2,2%","2,5%"
1801,PCE,2018-05-31T07:30:00-05:00,April 2018,April,compatible_month,month=4,694,75058,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,6% m/m","0,4% m/m"
414,EMPLOYMENT,2018-06-01T07:30:00-05:00,May 2018,May,compatible_month,month=5,707,75737,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,185 k,223 k,164 k
416,CPI,2018-06-12T07:30:00-05:00,May 2018,May,compatible_month,month=5,699,75465,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,2% m/m","0,2% m/m"
417,PPI,2018-06-13T07:30:00-05:00,May 2018,May,compatible_month,month=5,703,75525,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,5% m/m","0,1% m/m"
2197,FOMC,2018-06-13T13:00:00-05:00,FOMC 2018-06-13,June,compatible_fomc_month,official_date_month=6,82,74996,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,75-2,00%","1,75-2,00%","1,50-1,75%"
2467,RETAIL_SALES,2018-06-14T07:30:00-05:00,May 2018,May,compatible_month,month=5,696,76685,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,8% m/m","0,3% m/m"
2468,DURABLE_GOODS,2018-06-27T07:30:00-05:00,May 2018,May,compatible_month,month=5,59,76715,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,6% m/m","-0,6% m/m","-1,6% m/m"
1802,GDP,2018-06-28T07:30:00-05:00,Q1 2018 Third,1Q,compatible_quarter,quarter=1,690,73815,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,2%",2%,"2,9%"
1803,PCE,2018-06-29T07:30:00-05:00,May 2018,May,compatible_month,month=5,694,75065,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,2% m/m","0,6% m/m"
418,EMPLOYMENT,2018-07-06T07:30:00-05:00,June 2018,June,compatible_month,month=6,707,75744,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,187 k,213 k,223 k
420,PPI,2018-07-11T07:30:00-05:00,June 2018,June,compatible_month,month=6,703,75530,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,3% m/m","0,5% m/m"
421,CPI,2018-07-12T07:30:00-05:00,June 2018,June,compatible_month,month=6,699,75470,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,1% m/m","0,2% m/m"
2469,RETAIL_SALES,2018-07-16T07:30:00-05:00,June 2018,June,compatible_month,month=6,696,76689,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,5% m/m","0,5% m/m","0,8% m/m"
2470,DURABLE_GOODS,2018-07-26T07:30:00-05:00,June 2018,June,compatible_month,month=6,59,76716,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,3% m/m,1% m/m,"-0,4% m/m"
1804,GDP,2018-07-27T07:30:00-05:00,Q2 2018 Advance,2Q,compatible_quarter,quarter=2,690,73820,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"4,1%","4,1%",2%
1805,PCE,2018-07-31T07:30:00-05:00,June 2018,June,compatible_month,month=6,694,75072,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,4% m/m","0,2% m/m"
2198,FOMC,2018-08-01T13:00:00-05:00,FOMC 2018-08-01,August,compatible_fomc_month,official_date_month=8,82,74997,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,75-2,00%","1,75-2,00%","1,75-2,00%"
422,EMPLOYMENT,2018-08-03T07:30:00-05:00,July 2018,July,compatible_month,month=7,707,75751,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,190 k,157 k,213 k
424,PPI,2018-08-09T07:30:00-05:00,July 2018,July,compatible_month,month=7,703,75535,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,0% m/m","0,3% m/m"
425,CPI,2018-08-10T07:30:00-05:00,July 2018,July,compatible_month,month=7,699,75475,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,2% m/m","0,1% m/m"
2471,RETAIL_SALES,2018-08-15T07:30:00-05:00,July 2018,July,compatible_month,month=7,696,76693,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","0,5% m/m","0,5% m/m"
2472,DURABLE_GOODS,2018-08-24T07:30:00-05:00,July 2018,July,compatible_month,month=7,59,76717,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,8% m/m","-1,7% m/m","0,8% m/m"
1806,GDP,2018-08-29T07:30:00-05:00,Q2 2018 Second,2Q,compatible_quarter,quarter=2,690,73825,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"4,1%","4,2%","2,2%"
1807,PCE,2018-08-30T07:30:00-05:00,July 2018,July,compatible_month,month=7,694,75079,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,4% m/m","0,4% m/m"
426,EMPLOYMENT,2018-09-07T07:30:00-05:00,August 2018,August,compatible_month,month=8,707,75758,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,190 k,201 k,157 k
428,PPI,2018-09-12T07:30:00-05:00,August 2018,August,compatible_month,month=8,703,75540,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","-0,1% m/m","0,0% m/m"
429,CPI,2018-09-13T07:30:00-05:00,August 2018,August,compatible_month,month=8,699,75480,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,2% m/m","0,2% m/m"
2473,RETAIL_SALES,2018-09-14T07:30:00-05:00,August 2018,August,compatible_month,month=8,696,76697,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,1% m/m","0,5% m/m"
2199,FOMC,2018-09-26T13:00:00-05:00,FOMC 2018-09-26,September,compatible_fomc_month,official_date_month=9,82,74998,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,00-2,25%","2,00-2,25%","1,75-2,00%"
2474,DURABLE_GOODS,2018-09-27T07:30:00-05:00,August 2018,August,compatible_month,month=8,59,76718,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,2% m/m,"4,5% m/m","-1,7% m/m"
1808,GDP,2018-09-27T07:30:00-05:00,Q2 2018 Third,2Q,compatible_quarter,quarter=2,690,73830,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"4,2%","4,2%","2,2%"
1809,PCE,2018-09-28T07:30:00-05:00,August 2018,August,compatible_month,month=8,694,75086,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,3% m/m","0,4% m/m"
430,EMPLOYMENT,2018-10-05T07:30:00-05:00,September 2018,September,compatible_month,month=9,707,75765,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,180 k,134 k,201 k
431,PPI,2018-10-10T07:30:00-05:00,September 2018,September,compatible_month,month=9,703,75545,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,2% m/m","-0,1% m/m"
432,CPI,2018-10-11T07:30:00-05:00,September 2018,September,compatible_month,month=9,699,75485,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,1% m/m","0,2% m/m"
2475,RETAIL_SALES,2018-10-15T07:30:00-05:00,September 2018,September,compatible_month,month=9,696,76701,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,6% m/m","0,1% m/m","0,1% m/m"
2476,DURABLE_GOODS,2018-10-25T07:30:00-05:00,September 2018,September,compatible_month,month=9,59,76719,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-1% m/m,"0,8% m/m","4,4% m/m"
1810,GDP,2018-10-26T07:30:00-05:00,Q3 2018 Advance,3Q,compatible_quarter,quarter=3,690,73835,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"3,3%","3,5%","4,2%"
1811,PCE,2018-10-29T07:30:00-05:00,September 2018,September,compatible_month,month=9,694,75093,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,4% m/m","0,3% m/m"
434,EMPLOYMENT,2018-11-02T07:30:00-05:00,October 2018,October,compatible_month,month=10,707,75772,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,190 k,250 k,134 k
2200,FOMC,2018-11-08T13:00:00-06:00,FOMC 2018-11-08,November,compatible_fomc_month,official_date_month=11,82,74999,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,00-2,25%","2,00-2,25%","2,00-2,25%"
436,PPI,2018-11-09T07:30:00-06:00,October 2018,October,compatible_month,month=10,703,75550,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,6% m/m","0,2% m/m"
437,CPI,2018-11-14T07:30:00-06:00,October 2018,October,compatible_month,month=10,699,75490,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,3% m/m","0,1% m/m"
2477,RETAIL_SALES,2018-11-15T07:30:00-06:00,October 2018,October,compatible_month,month=10,696,76705,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,5% m/m","0,8% m/m","0,1% m/m"
2478,DURABLE_GOODS,2018-11-21T07:30:00-06:00,October 2018,October,compatible_month,month=10,59,76720,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-2,5% m/m","-4,4% m/m","0,7% m/m"
1812,GDP,2018-11-28T07:30:00-06:00,Q3 2018 Second,3Q,compatible_quarter,quarter=3,690,73840,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"3,5%","3,5%","4,2%"
1813,PCE,2018-11-29T07:30:00-06:00,October 2018,October,compatible_month,month=10,694,75100,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,6% m/m","0,4% m/m"
438,EMPLOYMENT,2018-12-07T07:30:00-06:00,November 2018,November,compatible_month,month=11,707,75779,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,200 k,155 k,250 k
440,PPI,2018-12-11T07:30:00-06:00,November 2018,November,compatible_month,month=11,703,75555,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","0,1% m/m","0,6% m/m"
441,CPI,2018-12-12T07:30:00-06:00,November 2018,November,compatible_month,month=11,699,75495,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","0,0% m/m","0,3% m/m"
2479,RETAIL_SALES,2018-12-14T07:30:00-06:00,November 2018,November,compatible_month,month=11,696,76709,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,2% m/m","0,8% m/m"
2201,FOMC,2018-12-19T13:00:00-06:00,FOMC 2018-12-19,December,compatible_fomc_month,official_date_month=12,82,75000,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,25-2,50%","2,25-2,50%","2,00-2,25%"
2480,DURABLE_GOODS,2018-12-21T07:30:00-06:00,November 2018,November,compatible_month,month=11,59,76721,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,6% m/m","0,8% m/m","-4,3% m/m"
1814,GDP,2018-12-21T07:30:00-06:00,Q3 2018 Third,3Q,compatible_quarter,quarter=3,690,73845,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"3,5%","3,4%","4,2%"
1815,PCE,2018-12-21T09:00:00-06:00,November 2018,November,compatible_month,month=11,694,75107,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,4% m/m","0,6% m/m"
442,EMPLOYMENT,2019-01-04T07:30:00-06:00,December 2018,December,compatible_month,month=12,707,83913,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,178 k,312 k,155 k
444,CPI,2019-01-11T07:30:00-06:00,December 2018,December,compatible_month,month=12,699,83712,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,1% m/m","-0,1% m/m","0,0% m/m"
445,PPI,2019-01-15T07:30:00-06:00,December 2018,December,compatible_month,month=12,703,83772,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,1% m/m","-0,2% m/m","0,1% m/m"
2202,FOMC,2019-01-30T13:00:00-06:00,FOMC 2019-01-30,January,compatible_fomc_month,official_date_month=1,82,83506,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,25-2,50%","2,25-2,50%","2,25-2,50%"
446,EMPLOYMENT,2019-02-01T07:30:00-06:00,January 2019,January,compatible_month,month=1,707,84175,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,165 k,304 k,312 k
448,CPI,2019-02-13T07:30:00-06:00,January 2019,January,compatible_month,month=1,699,83717,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","0,0% m/m","-0,1% m/m"
449,PPI,2019-02-14T07:30:00-06:00,January 2019,January,compatible_month,month=1,703,83777,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","-0,1% m/m","-0,2% m/m"
2481,RETAIL_SALES,2019-02-14T07:30:00-06:00,December 2018,December,compatible_month,month=12,696,88440,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","-1,2% m/m","0,2% m/m"
2482,DURABLE_GOODS,2019-02-21T07:30:00-06:00,December 2018,December,compatible_month,month=12,59,88546,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,5% m/m","1,2% m/m","0,7% m/m"
1816,GDP,2019-02-28T07:30:00-06:00,Q4 2018 Initial,4Q,compatible_quarter,quarter=4,690,89440,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,3%","2,6%","3,4%"
1817,PCE,2019-03-01T07:30:00-06:00,December 2018,December,compatible_month,month=12,694,89489,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","-0,5% m/m","0,4% m/m"
450,EMPLOYMENT,2019-03-08T07:30:00-06:00,February 2019,February,compatible_month,month=2,707,84182,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,180 k,20 k,304 k
2483,RETAIL_SALES,2019-03-11T07:30:00-05:00,January 2019,January,compatible_month,month=1,696,89078,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,1% m/m","0,2% m/m","-1,2% m/m"
451,CPI,2019-03-12T07:30:00-05:00,February 2019,February,compatible_month,month=2,699,83722,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,2% m/m","0,0% m/m"
2484,DURABLE_GOODS,2019-03-13T07:30:00-05:00,January 2019,January,compatible_month,month=1,59,89079,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-0,5% m/m","0,4% m/m","1,2% m/m"
452,PPI,2019-03-13T07:30:00-05:00,February 2019,February,compatible_month,month=2,703,83782,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,1% m/m","-0,1% m/m"
2203,FOMC,2019-03-20T13:00:00-05:00,FOMC 2019-03-20,March,compatible_fomc_month,official_date_month=3,82,83507,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,25-2,50%","2,25-2,50%","2,25-2,50%"
1818,GDP,2019-03-28T07:30:00-05:00,Q4 2018 Third,4Q,compatible_quarter,quarter=4,690,89810,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,5%","2,2%","3,4%"
1819,PCE,2019-03-29T07:30:00-05:00,January 2019,January,compatible_month,month=1,694,89495,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,1% m/m","-0,5% m/m"
2485,RETAIL_SALES,2019-04-01T07:30:00-05:00,February 2019,February,compatible_month,month=2,696,89705,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","-0,2% m/m","0,2% m/m"
2486,DURABLE_GOODS,2019-04-02T07:30:00-05:00,February 2019,February,compatible_month,month=2,59,89707,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"-1,2% m/m","-1,6% m/m","0,3% m/m"
455,EMPLOYMENT,2019-04-05T07:30:00-05:00,March 2019,March,compatible_month,month=3,707,84189,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,180 k,196 k,20 k
457,CPI,2019-04-10T07:30:00-05:00,March 2019,March,compatible_month,month=3,699,83727,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,4% m/m","0,2% m/m"
458,PPI,2019-04-11T07:30:00-05:00,March 2019,March,compatible_month,month=3,703,83787,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,6% m/m","0,1% m/m"
2487,RETAIL_SALES,2019-04-18T07:30:00-05:00,March 2019,March,compatible_month,month=3,696,89784,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,9% m/m","1,6% m/m","-0,2% m/m"
2488,DURABLE_GOODS,2019-04-25T07:30:00-05:00,March 2019,March,compatible_month,month=3,59,86576,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,8% m/m","2,7% m/m","-1,6% m/m"
1820,GDP,2019-04-26T07:30:00-05:00,Q1 2019 Advance,1Q,compatible_quarter,quarter=1,690,82517,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,1%","3,2%","2,6%"
1821,PCE,2019-04-29T07:30:00-05:00,March 2019,March,compatible_month,month=3,694,89952,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,6% m/m","0,9% m/m","0,1% m/m"
2204,FOMC,2019-05-01T13:00:00-05:00,FOMC 2019-05-01,May,compatible_fomc_month,official_date_month=5,82,83508,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,25-2,50%","2,25-2,50%","2,25-2,50%"
459,EMPLOYMENT,2019-05-03T07:30:00-05:00,April 2019,April,compatible_month,month=4,707,84196,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,185 k,263 k,196 k
461,PPI,2019-05-09T07:30:00-05:00,April 2019,April,compatible_month,month=4,703,83792,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,2% m/m","0,6% m/m"
462,CPI,2019-05-10T07:30:00-05:00,April 2019,April,compatible_month,month=4,699,83732,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,3% m/m","0,4% m/m"
2489,RETAIL_SALES,2019-05-15T07:30:00-05:00,April 2019,April,compatible_month,month=4,696,86516,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","-0,2% m/m","1,6% m/m"
2490,DURABLE_GOODS,2019-05-24T07:30:00-05:00,April 2019,April,compatible_month,month=4,59,86578,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,-2% m/m,"-2,1% m/m","2,6% m/m"
1822,GDP,2019-05-30T07:30:00-05:00,Q1 2019 Second,1Q,compatible_quarter,quarter=1,690,82522,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"3,2%","3,1%","2,2%"
1823,PCE,2019-05-31T07:30:00-05:00,April 2019,April,compatible_month,month=4,694,90121,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,3% m/m","0,1% m/m"
463,EMPLOYMENT,2019-06-07T07:30:00-05:00,May 2019,May,compatible_month,month=5,707,84203,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,185 k,75 k,263 k
465,PPI,2019-06-11T07:30:00-05:00,May 2019,May,compatible_month,month=5,703,83797,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,1% m/m","0,2% m/m"
466,CPI,2019-06-12T07:30:00-05:00,May 2019,May,compatible_month,month=5,699,83737,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","0,1% m/m","0,3% m/m"
2491,RETAIL_SALES,2019-06-14T07:30:00-05:00,May 2019,May,compatible_month,month=5,696,86520,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,6% m/m","0,5% m/m","-0,2% m/m"
2205,FOMC,2019-06-19T13:00:00-05:00,FOMC 2019-06-19,June,compatible_fomc_month,official_date_month=6,82,83509,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,25-2,50%","2,25-2,50%","2,25-2,50%"
2492,DURABLE_GOODS,2019-06-26T07:30:00-05:00,May 2019,May,compatible_month,month=5,59,86580,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","-1,3% m/m","-2,1% m/m"
1824,GDP,2019-06-27T07:30:00-05:00,Q1 2019 Third,1Q,compatible_quarter,quarter=1,690,82527,GDP (Annualized) - fin..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"3,1%","3,1%","2,2%"
1825,PCE,2019-06-28T07:30:00-05:00,May 2019,May,compatible_month,month=5,694,90336,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,4% m/m","0,4% m/m","0,3% m/m"
467,EMPLOYMENT,2019-07-05T07:30:00-05:00,June 2019,June,compatible_month,month=6,707,84210,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,160 k,224 k,75 k
469,CPI,2019-07-11T07:30:00-05:00,June 2019,June,compatible_month,month=6,699,83742,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","0,1% m/m","0,1% m/m"
470,PPI,2019-07-12T07:30:00-05:00,June 2019,June,compatible_month,month=6,703,83802,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,0% m/m","0,1% m/m","0,1% m/m"
2493,RETAIL_SALES,2019-07-16T07:30:00-05:00,June 2019,June,compatible_month,month=6,696,86524,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,1% m/m","0,4% m/m","0,5% m/m"
2494,DURABLE_GOODS,2019-07-25T07:30:00-05:00,June 2019,June,compatible_month,month=6,59,86582,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,7% m/m","2,0% m/m","-1,3% m/m"
1826,GDP,2019-07-26T07:30:00-05:00,Q2 2019 Advance,2Q,compatible_quarter,quarter=2,690,82532,GDP (Annualized) - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,8%","2,1%","3,1%"
1827,PCE,2019-07-30T07:30:00-05:00,June 2019,June,compatible_month,month=6,694,90708,Personal Consumption Expenditures,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,3% m/m","0,4% m/m"
2206,FOMC,2019-07-31T13:00:00-05:00,FOMC 2019-07-31,July,compatible_fomc_month,official_date_month=7,82,83510,FOMC Interest Rate Decision,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,00-2,25%","2,00-2,25%","2,25-2,50%"
471,EMPLOYMENT,2019-08-02T07:30:00-05:00,July 2019,July,compatible_month,month=7,707,84217,Non-Farm Employment Change,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,162 k,164 k,224 k
473,PPI,2019-08-09T07:30:00-05:00,July 2019,July,compatible_month,month=7,703,83807,Producer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,2% m/m","0,2% m/m","0,1% m/m"
474,CPI,2019-08-13T07:30:00-05:00,July 2019,July,compatible_month,month=7,699,83747,Consumer Price Index,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,3% m/m","0,1% m/m"
2495,RETAIL_SALES,2019-08-15T07:30:00-05:00,July 2019,July,compatible_month,month=7,696,86528,Retail Sales,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"0,3% m/m","0,7% m/m","0,4% m/m"
2496,DURABLE_GOODS,2019-08-26T07:30:00-05:00,July 2019,July,compatible_month,month=7,59,86584,Durable Goods Orders - pre..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"1,1% m/m","2,1% m/m","1,9% m/m"
1828,GDP,2019-08-29T07:30:00-05:00,Q2 2019 Second,2Q,compatible_quarter,quarter=2,690,82537,GDP (Annualized) - rev..,standard_pinned_report,expected_event_name,consistent,,consistent,,consistent,,"2,1%","2,0%","3,1%"
